"JP3","NA","1X08SMD","0","0","0","1"
"L1","10uH BRL3225T100K","1210","4826","38100","0","1"
"Q1/1","FMB3906SUPERSOT-6","SSOT-6","-3810","8382","180","1"
"Q3/1","FMB3906SUPERSOT-6","SSOT-6","9398","8382","180","1"
"Q5/1","FMB3906SUPERSOT-6","SSOT-6","22352","8382","180","1"
"Q7/1","FMB3906SUPERSOT-6","SSOT-6","35814","8382","180","1"
"Q9/1","FMB3906SUPERSOT-6","SSOT-6","45720","8382","180","1"
"R1","NA","SPARKFUN_0603-RES","-5334","11938","270","1"
"R2","NA","SPARKFUN_0603-RES","-2286","11938","270","1"
"R3","NA","SPARKFUN_0603-RES","7874","11938","270","1"
"R4","NA","SPARKFUN_0603-RES","11201","11024","0","1"
"R5","NA","SPARKFUN_0603-RES","20345","11049","180","1"
"R6","NA","SPARKFUN_0603-RES","24384","11049","0","1"
"R7","NA","SPARKFUN_0603-RES","34036","11100","180","1"
"R8","NA","SPARKFUN_0603-RES","37617","11100","0","1"
"R9","NA","SPARKFUN_0603-RES","43866","11252","180","1"
"R38","620k","0805","4826","45720","180","1"
"R39","200k","0805","1778","43942","180","1"
"R44","20K","R0805W","10387","22624","135","1"
"R63","0ohm","0805","8204","19634","90","1"
"R64","0ohm","0805","40869","12192","270","1"
"R65","0ohm","0805","15977","8382","270","1"
"R66","0ohm","0805","16281","12802","270","1"
"R67","0ohm","0805","12211","14719","45","1"
"R68","0ohm","0805","13818","10998","270","1"
"R69","0ohm","0805","22504","36906","270","1"
"U2","CD74HC154M","SO-24DW","35179","20117","180","1"
